date,weather_code,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,sunshine_duration,daylight_duration,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
2015-01-01,3,27.0,20.2,31.8,22.2,0.0,0.0,0.0,0.0,48474.35,51701.08,17.3,37.4,59,29.62,5.48
2015-01-02,3,26.7,21.0,30.6,22.5,0.0,0.0,0.0,0.0,24758.28,51668.0,16.0,34.6,140,20.24,3.91
2015-01-03,3,27.4,21.5,32.4,25.4,0.0,0.0,0.0,0.0,44821.78,51631.56,21.1,45.4,52,28.44,5.3
2015-01-04,63,29.2,21.0,35.4,22.2,10.2,10.2,0.0,5.0,41183.68,51591.87,21.9,46.8,95,26.66,5.37
2015-01-05,51,23.6,20.6,25.6,21.3,0.5,0.5,0.0,4.0,8040.91,51549.03,16.8,32.0,150,10.44,2.37
2015-01-06,51,25.5,19.5,28.9,21.9,1.4,1.4,0.0,8.0,47475.68,51503.12,14.9,33.5,111,24.95,4.65
2015-01-07,2,26.7,21.4,29.6,22.8,0.0,0.0,0.0,0.0,48248.45,51454.26,21.7,45.4,53,29.22,5.62
2015-01-08,1,26.7,20.1,29.3,21.8,0.0,0.0,0.0,0.0,48200.93,51402.53,21.3,45.0,47,32.07,6.11
2015-01-09,51,27.7,21.5,31.8,24.6,0.3,0.3,0.0,3.0,46359.53,51348.04,15.8,37.8,48,24.49,4.81
2015-01-10,61,27.1,22.2,30.7,24.6,11.0,11.0,0.0,8.0,29854.17,51290.89,14.2,25.2,121,16.66,3.35
2015-01-11,63,22.0,20.8,24.2,21.8,30.9,30.9,0.0,22.0,0.0,51231.17,15.5,34.9,168,2.74,0.93
2015-01-12,51,22.7,20.1,22.5,20.7,3.1,3.1,0.0,15.0,42203.09,51168.98,25.9,54.7,177,19.38,3.56
2015-01-13,53,25.7,20.7,28.6,21.9,1.9,1.9,0.0,4.0,32661.85,51104.43,17.5,42.8,37,18.63,3.74
2015-01-14,53,30.9,22.9,33.1,22.5,0.8,0.8,0.0,2.0,47514.12,51037.6,22.1,45.0,292,31.59,7.11
2015-01-15,51,23.8,21.0,25.4,21.5,0.7,0.7,0.0,3.0,47800.49,50968.6,16.6,34.6,172,24.21,4.92
2015-01-16,51,26.8,19.7,31.8,21.9,0.5,0.5,0.0,3.0,46815.24,50897.51,8.2,26.6,37,28.99,5.38
2015-01-17,0,29.4,19.6,31.7,19.1,0.0,0.0,0.0,0.0,47666.82,50824.45,14.2,31.0,258,32.29,6.66
2015-01-18,51,25.8,20.6,29.9,21.8,0.2,0.2,0.0,2.0,47398.3,50749.49,21.1,45.4,154,28.76,5.41
2015-01-19,51,20.7,19.2,21.2,18.5,2.0,2.0,0.0,10.0,3312.85,50672.74,21.1,43.9,148,7.78,2.33
2015-01-20,53,22.6,18.7,22.5,19.1,3.7,3.7,0.0,12.0,14948.83,50594.28,20.3,49.7,66,10.92,2.64
2015-01-21,63,24.3,20.5,26.9,22.2,5.9,5.9,0.0,14.0,42056.08,50513.46,20.6,43.6,71,19.22,3.45
2015-01-22,53,25.6,20.9,29.1,23.9,1.1,1.1,0.0,5.0,46424.12,50429.88,17.0,41.4,66,26.07,4.63
2015-01-23,3,27.2,21.9,31.5,24.8,0.0,0.0,0.0,0.0,45711.0,50343.68,14.6,34.9,41,24.46,4.66
2015-01-24,3,27.0,21.8,31.7,24.8,0.0,0.0,0.0,0.0,44250.49,50255.01,17.1,40.7,53,26.26,4.96
2015-01-25,3,30.7,21.3,34.3,21.8,0.0,0.0,0.0,0.0,45670.59,50164.02,26.0,47.9,217,28.53,5.9
2015-01-26,51,21.4,19.0,21.3,19.4,3.2,3.2,0.0,13.0,1547.49,50070.85,19.3,41.8,160,6.66,2.26
2015-01-27,61,20.3,19.4,21.1,20.1,15.9,15.9,0.0,21.0,0.0,49975.64,14.8,36.7,129,4.82,1.3
2015-01-28,63,21.3,17.7,20.8,16.0,13.2,13.2,0.0,14.0,24236.01,49878.53,18.7,47.2,167,11.85,2.96
2015-01-29,2,20.7,15.9,18.9,14.1,0.0,0.0,0.0,0.0,45563.4,49779.66,21.7,49.3,197,27.32,5.17
2015-01-30,3,23.4,15.4,23.0,13.4,0.0,0.0,0.0,0.0,46285.02,49679.16,17.1,34.9,223,28.9,5.6
2015-01-31,51,23.2,16.9,25.6,17.4,0.1,0.1,0.0,1.0,45886.63,49577.16,15.8,33.5,130,25.06,4.73
2015-02-01,61,23.0,16.4,24.6,17.1,1.8,1.8,0.0,2.0,45461.62,49473.79,15.9,38.2,159,20.57,3.84
2015-02-02,51,22.0,17.7,22.2,18.0,0.4,0.4,0.0,3.0,44972.66,49369.2,26.1,56.2,175,24.23,4.3
2015-02-03,51,22.5,18.6,22.3,18.2,0.7,0.7,0.0,5.0,45223.38,49263.48,17.1,39.6,163,21.51,4.33
2015-02-04,51,22.3,15.9,23.8,16.3,0.9,0.9,0.0,4.0,44301.5,49156.77,17.6,43.9,177,22.38,4.14
2015-02-05,51,22.9,18.8,24.1,19.5,2.1,2.1,0.0,10.0,43234.62,49049.2,14.0,39.2,128,20.85,4.09
2015-02-06,51,23.1,18.6,23.6,19.5,0.2,0.2,0.0,2.0,44601.56,48940.88,13.2,35.3,136,20.33,3.99
2015-02-07,3,24.9,17.6,27.3,18.8,0.0,0.0,0.0,0.0,45129.89,48831.92,16.9,36.4,40,24.15,4.61
2015-02-08,1,28.9,19.1,34.4,21.0,0.0,0.0,0.0,0.0,45145.52,48722.44,12.7,27.4,61,27.78,5.43
2015-02-09,51,25.2,21.0,26.2,22.8,0.4,0.4,0.0,3.0,44445.86,48612.55,20.2,45.0,156,19.11,3.86
2015-02-10,51,25.5,20.5,28.6,23.4,1.5,1.5,0.0,10.0,44664.21,48501.48,15.6,37.1,84,21.34,4.11
2015-02-11,51,26.1,21.4,29.2,24.3,0.6,0.6,0.0,5.0,44840.09,48388.69,16.7,40.3,54,24.53,4.62
2015-02-12,55,25.9,20.6,29.2,22.7,7.2,7.2,0.0,13.0,43738.3,48274.32,16.7,39.6,109,24.17,4.46
2015-02-13,55,25.5,20.6,28.8,23.0,3.9,3.9,0.0,14.0,42670.25,48158.52,16.3,41.0,135,21.09,4.04
2015-02-14,61,25.4,19.6,27.8,22.1,3.5,3.5,0.0,8.0,35310.62,48041.39,17.9,38.9,47,19.55,3.78
2015-02-15,53,26.2,20.3,30.2,23.5,1.3,1.3,0.0,4.0,43833.25,47923.06,10.5,30.6,71,22.56,4.3
2015-02-16,3,26.8,21.6,29.8,23.9,0.0,0.0,0.0,0.0,44026.0,47803.66,19.8,41.8,49,25.75,5.13
2015-02-17,1,26.5,21.0,28.6,23.3,0.0,0.0,0.0,0.0,44399.34,47683.3,23.7,49.3,52,28.05,5.5
2015-02-18,51,25.3,20.6,27.2,23.2,0.5,0.5,0.0,3.0,43900.62,47562.11,19.5,44.6,61,22.23,4.41
2015-02-19,51,24.8,20.3,26.6,22.6,0.9,0.9,0.0,3.0,43614.05,47440.2,17.9,40.7,73,18.91,3.67
2015-02-20,51,25.8,20.5,27.9,23.5,0.3,0.3,0.0,3.0,31927.65,47317.68,13.4,29.9,83,17.25,3.42
2015-02-21,53,23.6,21.2,25.8,24.0,2.7,2.7,0.0,10.0,25984.46,47194.65,11.5,31.7,90,9.99,2.13
2015-02-22,51,25.4,20.5,27.5,23.1,1.2,1.2,0.0,7.0,43149.6,47071.25,15.6,38.2,86,20.88,3.99
2015-02-23,51,25.6,20.7,28.8,23.8,1.8,1.8,0.0,11.0,43476.89,46947.56,14.6,33.8,71,19.87,3.69
2015-02-24,53,24.1,20.4,26.4,21.9,1.2,1.2,0.0,5.0,24113.37,46823.69,24.9,47.9,171,14.47,2.86
2015-02-25,53,22.4,19.9,22.9,21.2,3.4,3.4,0.0,8.0,28694.87,46699.75,19.8,37.4,172,11.32,2.32
2015-02-26,51,25.0,19.9,27.4,21.4,0.3,0.3,0.0,1.0,26145.03,46575.86,6.5,19.1,205,14.37,2.86
2015-02-27,51,24.6,20.1,27.8,21.8,0.7,0.7,0.0,5.0,41417.91,46452.08,13.5,29.2,129,20.74,3.81
2015-02-28,3,26.4,19.3,29.6,22.1,0.0,0.0,0.0,0.0,36085.15,46328.55,15.5,36.0,39,21.78,4.12
2015-03-01,63,31.6,20.6,35.4,18.6,13.1,13.1,0.0,5.0,40182.22,46205.34,27.9,58.7,195,21.75,4.83
2015-03-02,3,22.7,19.6,22.4,18.3,0.0,0.0,0.0,0.0,30271.78,46081.72,22.0,39.2,149,14.98,3.85
2015-03-03,3,25.1,17.0,27.9,17.8,0.0,0.0,0.0,0.0,40842.93,45957.19,17.1,38.5,49,23.27,4.38
2015-03-04,53,25.4,20.0,28.8,22.6,2.7,2.7,0.0,7.0,33349.7,45831.84,12.8,27.0,119,15.33,2.94
2015-03-05,1,24.9,17.6,24.0,16.8,0.0,0.0,0.0,0.0,42595.72,45705.76,24.8,53.3,201,25.69,5.13
2015-03-06,3,26.9,16.0,25.8,14.9,0.0,0.0,0.0,0.0,42547.21,45579.06,18.1,32.8,268,25.86,5.56
2015-03-07,51,23.3,18.5,23.9,19.8,0.4,0.4,0.0,4.0,40562.16,45451.82,20.3,42.8,69,15.7,3.16
2015-03-08,51,26.0,20.3,29.9,22.9,0.3,0.3,0.0,1.0,39562.48,45324.13,13.3,31.3,162,21.27,3.94
2015-03-09,3,27.3,18.8,31.8,21.4,0.0,0.0,0.0,0.0,42287.12,45196.11,15.9,34.2,94,24.74,4.76
2015-03-10,53,24.1,21.0,26.5,22.6,1.9,1.9,0.0,7.0,37672.19,45067.81,14.3,31.7,152,13.95,2.73
2015-03-11,53,26.4,20.4,29.6,23.6,1.4,1.4,0.0,4.0,39586.61,44939.35,11.8,26.6,41,17.97,3.48
2015-03-12,51,25.2,19.1,28.6,21.1,0.6,0.6,0.0,4.0,41823.12,44810.81,16.1,36.7,162,19.77,3.78
2015-03-13,53,20.6,18.5,20.6,18.2,4.9,4.9,0.0,17.0,3600.0,44682.27,19.3,40.7,169,4.91,1.71
2015-03-14,51,22.9,16.4,23.3,16.9,0.2,0.2,0.0,2.0,40520.04,44553.82,14.3,29.9,15,18.98,3.64
2015-03-15,55,21.7,17.3,20.2,16.9,2.1,2.1,0.0,8.0,41523.7,44425.56,27.6,60.8,178,16.45,3.25
2015-03-16,51,21.0,17.3,19.9,16.2,0.1,0.1,0.0,1.0,37738.66,44297.57,13.4,31.7,136,14.37,3.2
2015-03-17,3,23.2,14.8,23.6,14.7,0.0,0.0,0.0,0.0,35659.82,44169.92,12.6,33.1,13,18.6,3.7
2015-03-18,51,28.3,19.4,30.6,20.3,0.3,0.3,0.0,2.0,41142.08,44042.71,13.6,47.2,36,18.82,3.82
2015-03-19,0,26.3,19.8,30.5,21.6,0.0,0.0,0.0,0.0,41015.46,43916.04,13.5,30.2,127,23.12,4.33
2015-03-20,51,28.3,18.9,31.0,19.1,0.1,0.1,0.0,1.0,38287.22,43789.98,27.9,58.3,168,20.14,3.98
2015-03-21,3,21.6,20.0,20.8,17.6,0.0,0.0,0.0,0.0,11342.53,43664.61,21.1,43.9,147,9.01,3.34
2015-03-22,51,22.7,20.1,23.2,20.0,0.4,0.4,0.0,2.0,19625.97,43539.27,14.1,39.6,89,10.0,2.59
2015-03-23,3,26.1,19.9,28.0,21.2,0.0,0.0,0.0,0.0,38218.44,43413.48,17.6,37.1,22,19.39,3.8
2015-03-24,63,23.4,19.2,25.5,20.7,17.3,17.3,0.0,14.0,26696.4,43287.34,12.8,53.6,137,9.88,1.85
2015-03-25,2,21.0,16.6,20.8,16.3,0.0,0.0,0.0,0.0,40255.62,43160.92,14.5,30.6,177,14.34,2.74
2015-03-26,2,25.5,17.0,25.6,14.9,0.0,0.0,0.0,0.0,40019.17,43034.29,14.6,25.9,264,21.68,4.38
2015-03-27,0,23.9,14.8,22.4,11.9,0.0,0.0,0.0,0.0,39999.07,42907.54,14.1,33.1,258,22.53,4.89
2015-03-28,3,21.4,14.9,21.9,13.7,0.0,0.0,0.0,0.0,39870.42,42780.75,15.4,32.0,175,18.41,3.6
2015-03-29,3,23.5,15.6,24.3,16.2,0.0,0.0,0.0,0.0,37868.41,42654.0,15.8,31.3,18,16.37,3.13
2015-03-30,53,23.3,17.2,25.3,18.5,2.4,2.4,0.0,6.0,28909.47,42527.37,8.9,28.4,145,11.57,2.18
2015-03-31,63,21.4,17.3,23.2,18.7,7.4,7.4,0.0,9.0,37137.91,42400.93,10.0,28.8,135,11.77,2.12
2015-04-01,51,24.0,18.3,24.7,20.3,0.7,0.7,0.0,4.0,38267.3,42274.77,14.1,32.4,35,14.89,2.79
2015-04-02,51,26.6,18.6,28.7,17.6,0.5,0.5,0.0,3.0,35200.08,42148.96,20.0,51.1,344,14.28,2.9
2015-04-03,61,19.9,18.2,20.0,17.2,7.7,7.7,0.0,18.0,384.61,42023.61,20.3,46.1,184,5.07,1.58
2015-04-04,63,18.3,16.9,19.0,16.7,45.9,45.9,0.0,24.0,0.0,41898.77,18.9,36.0,154,2.28,0.81
2015-04-05,53,22.1,16.6,23.2,15.9,0.8,0.8,0.0,1.0,37759.89,41774.54,14.6,32.4,209,18.3,3.18
2015-04-06,53,23.5,14.6,24.5,15.1,2.5,2.5,0.0,6.0,30986.99,41651.0,12.2,28.8,352,15.83,2.85
2015-04-07,63,21.1,13.5,22.2,9.7,6.9,6.9,0.0,5.0,38322.67,41528.25,24.5,46.1,311,15.54,3.22
2015-04-08,3,21.0,13.5,17.6,9.7,0.0,0.0,0.0,0.0,31727.99,41406.34,26.9,55.1,267,15.4,4.08
2015-04-09,2,19.7,16.0,17.5,13.5,0.0,0.0,0.0,0.0,37488.85,41285.39,20.6,43.9,207,14.68,3.48
2015-04-10,51,18.9,15.3,18.1,14.0,1.5,1.5,0.0,10.0,36004.97,41165.48,14.8,37.4,200,10.97,2.18
2015-04-11,51,20.3,15.2,22.1,15.7,0.9,0.9,0.0,7.0,34994.81,41045.98,10.5,22.0,316,12.96,2.24
2015-04-12,51,20.7,14.6,20.8,14.9,0.2,0.2,0.0,1.0,36612.34,40926.44,19.5,43.9,197,14.79,2.4
2015-04-13,3,19.2,15.3,17.9,15.0,0.0,0.0,0.0,0.0,34590.5,40806.95,12.2,28.8,179,11.52,2.31
2015-04-14,3,20.5,13.8,20.7,13.3,0.0,0.0,0.0,0.0,36450.65,40687.57,11.7,26.6,40,16.37,2.88
2015-04-15,3,23.1,14.1,24.6,14.3,0.0,0.0,0.0,0.0,36499.52,40568.42,11.3,26.6,358,17.16,2.96
2015-04-16,51,27.4,17.4,28.4,17.3,0.2,0.2,0.0,1.0,36491.55,40449.55,20.7,40.0,272,16.17,3.15
2015-04-17,53,20.8,19.1,23.2,20.6,2.5,2.5,0.0,8.0,0.0,40331.05,10.2,23.8,105,4.28,0.93
2015-04-18,61,25.4,19.0,26.0,20.3,2.2,2.2,0.0,2.0,28800.82,40213.0,16.1,35.6,345,12.38,2.83
2015-04-19,63,19.5,14.5,20.8,12.3,5.9,5.9,0.0,7.0,36234.51,40095.51,25.8,53.3,200,13.76,2.47
2015-04-20,63,16.1,13.0,14.3,10.1,60.5,60.5,0.0,24.0,0.0,39978.64,34.7,72.7,186,2.6,0.84
2015-04-21,63,15.4,14.3,11.6,9.8,73.2,73.2,0.0,24.0,0.0,39862.49,39.7,83.5,180,1.81,1.23
2015-04-22,63,17.6,15.2,17.4,11.6,59.4,59.4,0.0,24.0,4179.66,39747.16,33.6,73.1,210,4.48,0.91
2015-04-23,51,20.6,14.8,21.4,15.2,1.3,1.3,0.0,7.0,35917.12,39632.71,12.3,28.8,209,12.92,2.12
2015-04-24,3,23.2,13.5,23.5,13.8,0.0,0.0,0.0,0.0,35845.84,39519.27,10.2,29.5,303,13.47,2.48
2015-04-25,61,21.7,13.4,22.8,12.8,4.5,4.5,0.0,5.0,35922.0,39406.91,12.8,27.4,286,15.24,2.58
2015-04-26,53,18.2,12.2,16.0,11.4,1.8,1.8,0.0,6.0,30092.48,39295.73,25.2,56.5,244,10.02,1.96
2015-04-27,3,18.0,13.3,16.2,11.5,0.0,0.0,0.0,0.0,35676.44,39185.84,11.2,30.6,218,16.33,2.84
2015-04-28,1,17.3,13.1,15.7,11.5,0.0,0.0,0.0,0.0,35610.58,39077.33,13.3,33.5,195,13.83,2.36
2015-04-29,53,17.5,13.8,17.2,12.9,2.2,2.2,0.0,10.0,35506.89,38970.3,13.1,29.9,188,10.27,1.72
2015-04-30,61,18.6,14.9,17.3,14.3,7.2,7.2,0.0,18.0,35098.3,38864.86,13.8,34.2,176,10.23,1.82
2015-05-01,51,17.7,15.4,18.3,15.5,2.0,2.0,0.0,11.0,433.13,38760.42,11.9,23.8,164,4.47,0.85
2015-05-02,61,19.2,17.5,20.4,18.0,10.5,10.5,0.0,18.0,0.0,38656.55,15.2,29.2,124,2.41,0.63
2015-05-03,63,19.5,18.1,19.8,18.4,14.7,14.7,0.0,22.0,468.5,38553.37,18.0,41.4,195,2.49,0.68
2015-05-04,51,20.2,14.8,21.3,15.0,0.2,0.2,0.0,1.0,32013.55,38450.93,13.5,32.0,213,8.38,1.6
2015-05-05,0,24.4,14.8,23.1,14.3,0.0,0.0,0.0,0.0,35137.21,38349.33,17.3,38.2,328,14.9,3.18
2015-05-06,0,18.1,12.3,15.3,9.6,0.0,0.0,0.0,0.0,35078.63,38248.67,14.1,27.7,273,15.39,3.19
2015-05-07,0,17.8,11.5,14.4,9.1,0.0,0.0,0.0,0.0,35021.04,38149.02,17.5,34.9,274,15.14,3.22
2015-05-08,0,18.0,11.8,16.7,8.8,0.0,0.0,0.0,0.0,34934.45,38050.47,15.0,28.1,258,14.73,2.81
2015-05-09,0,18.7,11.1,16.2,8.9,0.0,0.0,0.0,0.0,34829.87,37953.14,13.0,31.3,281,14.85,2.72
2015-05-10,3,19.2,11.0,15.7,8.4,0.0,0.0,0.0,0.0,34726.57,37857.1,24.2,46.8,319,12.71,3.0
2015-05-11,2,19.1,13.9,15.8,11.0,0.0,0.0,0.0,0.0,34624.66,37762.45,27.6,58.0,284,12.28,3.07
2015-05-12,3,20.4,12.5,17.6,10.8,0.0,0.0,0.0,0.0,34524.24,37669.29,18.8,39.6,295,14.52,2.98
2015-05-13,51,14.9,10.8,12.3,6.4,0.1,0.1,0.0,1.0,34425.42,37577.71,20.9,43.9,253,13.62,2.98
2015-05-14,1,16.6,9.3,13.8,5.5,0.0,0.0,0.0,0.0,34328.33,37487.83,16.9,34.2,253,14.29,2.95
2015-05-15,1,17.3,11.9,15.4,9.1,0.0,0.0,0.0,0.0,34233.06,37399.73,19.1,44.3,216,10.7,2.16
2015-05-16,51,16.8,14.3,16.2,12.8,0.5,0.5,0.0,4.0,33707.38,37313.53,16.0,38.2,194,7.96,1.49
2015-05-17,51,17.6,13.2,17.6,12.5,0.6,0.6,0.0,5.0,34048.52,37229.32,9.2,24.1,205,8.85,1.4
2015-05-18,3,18.5,12.1,19.2,11.6,0.0,0.0,0.0,0.0,29663.27,37147.23,7.0,18.0,269,7.83,1.28
2015-05-19,53,19.6,14.3,20.1,14.6,1.4,1.4,0.0,4.0,15247.15,37067.34,12.9,25.6,346,6.79,1.25
2015-05-20,3,22.4,15.4,23.2,14.6,0.0,0.0,0.0,0.0,31800.21,36989.76,12.7,38.2,323,10.89,2.07
2015-05-21,3,19.0,13.8,17.5,12.7,0.0,0.0,0.0,0.0,33014.07,36914.05,15.3,28.1,225,12.19,2.14
2015-05-22,61,15.7,13.7,12.6,10.8,6.8,6.8,0.0,11.0,8811.3,36839.86,29.5,61.9,199,3.29,1.13
2015-05-23,2,16.2,13.1,14.5,10.4,0.0,0.0,0.0,0.0,33546.51,36767.27,17.7,33.8,207,10.03,1.96
2015-05-24,3,16.5,11.0,15.7,9.9,0.0,0.0,0.0,0.0,33469.22,36696.34,8.3,16.9,251,12.27,1.83
2015-05-25,3,17.8,9.0,17.4,7.5,0.0,0.0,0.0,0.0,30605.14,36627.16,6.8,21.6,300,9.88,1.52
2015-05-26,3,17.2,9.8,16.7,8.7,0.0,0.0,0.0,0.0,29868.74,36559.79,9.0,17.6,247,11.93,1.72
2015-05-27,3,18.2,9.3,17.1,8.0,0.0,0.0,0.0,0.0,33248.62,36494.3,7.8,19.8,299,11.97,1.86
2015-05-28,3,19.7,10.8,19.2,9.9,0.0,0.0,0.0,0.0,33043.11,36430.77,10.3,19.1,321,11.38,1.89
2015-05-29,53,19.5,14.8,19.0,14.1,0.7,0.7,0.0,2.0,12240.9,36369.27,10.9,20.5,306,6.15,1.36
2015-05-30,3,17.0,11.6,16.1,10.6,0.0,0.0,0.0,0.0,11763.41,36309.88,6.9,16.6,293,6.71,1.2
2015-05-31,3,16.3,10.8,14.3,9.1,0.0,0.0,0.0,0.0,23804.58,36252.67,11.2,18.0,276,7.53,1.54
2015-06-01,51,14.1,9.5,9.4,5.0,0.1,0.1,0.0,1.0,31938.97,36197.72,24.4,54.4,255,11.85,2.72
2015-06-02,2,14.2,8.6,11.8,4.4,0.0,0.0,0.0,0.0,32095.64,36145.1,15.6,36.7,241,11.2,2.22
2015-06-03,2,15.3,9.1,13.8,6.7,0.0,0.0,0.0,0.0,32408.54,36094.89,9.4,21.6,243,11.23,1.7
2015-06-04,2,15.6,7.9,13.5,6.2,0.0,0.0,0.0,0.0,32758.19,36047.16,9.3,20.2,316,11.87,1.79
2015-06-05,51,14.0,8.1,12.0,5.9,0.7,0.7,0.0,3.0,21005.73,36002.0,10.5,30.2,262,7.34,1.27
2015-06-06,2,17.6,10.6,17.1,9.0,0.0,0.0,0.0,0.0,32661.61,35959.46,12.3,22.7,266,9.87,1.57
2015-06-07,3,18.6,9.4,17.9,7.9,0.0,0.0,0.0,0.0,32617.71,35919.64,11.1,24.5,332,11.47,1.79
2015-06-08,3,20.7,11.2,18.8,9.4,0.0,0.0,0.0,0.0,31962.57,35882.6,20.8,41.4,327,11.53,2.27
2015-06-09,2,20.1,13.3,18.9,10.9,0.0,0.0,0.0,0.0,32539.14,35848.41,13.5,24.5,315,11.25,2.24
2015-06-10,51,15.1,12.3,13.5,10.9,0.5,0.5,0.0,2.0,1569.2,35816.89,13.0,27.0,208,3.17,1.07
2015-06-11,3,16.7,13.0,15.5,11.2,0.0,0.0,0.0,0.0,31449.97,35787.89,9.6,25.6,197,7.81,1.45
2015-06-12,51,17.1,11.1,16.7,10.2,0.1,0.1,0.0,1.0,30198.22,35761.41,5.9,14.8,278,8.21,1.26
2015-06-13,51,17.8,12.4,16.6,11.6,0.1,0.1,0.0,1.0,30545.12,35737.46,9.1,21.6,324,9.93,1.63
2015-06-14,2,17.7,8.8,17.3,7.6,0.0,0.0,0.0,0.0,32286.79,35716.07,7.9,15.1,226,10.9,1.57
2015-06-15,51,17.0,11.7,17.6,11.0,0.8,0.8,0.0,3.0,12149.56,35697.25,8.9,17.3,214,5.13,0.87
2015-06-16,61,16.8,15.4,17.3,15.3,8.2,8.2,0.0,18.0,0.0,35681.0,11.8,22.3,8,2.82,0.6
2015-06-17,61,17.0,12.7,17.3,11.2,12.9,12.9,0.0,15.0,382.01,35667.34,11.6,23.4,340,3.03,0.62
2015-06-18,61,15.2,11.9,14.1,9.8,9.2,9.2,0.0,10.0,27791.97,35656.29,18.0,24.5,247,5.42,0.92
2015-06-19,61,12.8,11.0,10.5,8.8,13.8,13.8,0.0,14.0,12355.56,35647.84,21.4,38.5,222,4.05,0.91
2015-06-20,1,13.6,10.1,11.4,7.5,0.0,0.0,0.0,0.0,31831.65,35642.02,13.7,31.0,217,9.52,1.49
2015-06-21,3,14.5,9.6,13.9,8.0,0.0,0.0,0.0,0.0,27789.57,35638.81,8.3,20.9,254,7.24,1.05
2015-06-22,3,16.2,8.1,14.9,6.6,0.0,0.0,0.0,0.0,30361.02,35638.24,9.2,20.2,333,10.7,1.57
2015-06-23,3,17.7,8.4,16.5,6.3,0.0,0.0,0.0,0.0,31450.88,35640.31,10.8,24.5,342,10.7,1.67
2015-06-24,3,18.2,11.8,17.6,10.7,0.0,0.0,0.0,0.0,27942.38,35645.02,8.6,18.7,335,8.51,1.4
2015-06-25,53,16.0,10.7,15.4,9.7,2.5,2.5,0.0,9.0,30717.73,35652.38,12.3,30.6,212,7.49,1.06
2015-06-26,3,16.3,11.1,15.8,9.3,0.0,0.0,0.0,0.0,32125.82,35662.38,10.2,24.5,224,10.3,1.67
2015-06-27,0,17.1,7.2,16.4,5.2,0.0,0.0,0.0,0.0,32348.84,35675.04,7.9,16.2,302,11.35,1.57
2015-06-28,3,15.7,8.6,15.1,6.9,0.0,0.0,0.0,0.0,32034.56,35690.34,7.6,17.6,226,10.27,1.41
2015-06-29,3,16.8,10.4,16.8,9.5,0.0,0.0,0.0,0.0,30812.91,35708.3,7.0,15.1,268,6.94,1.1
2015-06-30,3,17.1,8.7,16.7,7.6,0.0,0.0,0.0,0.0,30678.86,35729.07,7.4,17.6,314,9.64,1.36
2015-07-01,51,13.9,9.7,12.4,7.3,1.0,1.0,0.0,3.0,32227.42,35752.73,8.7,26.6,212,9.03,1.35
2015-07-02,3,15.5,6.9,11.7,4.1,0.0,0.0,0.0,0.0,30299.66,35779.23,20.7,43.6,254,11.3,2.2
2015-07-03,1,13.2,8.9,11.1,5.4,0.0,0.0,0.0,0.0,32496.66,35808.49,13.1,30.2,228,11.21,1.89
2015-07-04,2,13.3,5.1,11.2,2.7,0.0,0.0,0.0,0.0,32532.05,35840.46,8.0,15.8,257,11.73,1.51
2015-07-05,3,14.9,5.4,13.1,3.1,0.0,0.0,0.0,0.0,32570.34,35875.08,8.0,15.1,312,11.54,1.58
2015-07-06,0,14.1,5.3,10.8,2.8,0.0,0.0,0.0,0.0,32611.44,35912.28,13.7,24.8,271,11.83,1.84
2015-07-07,3,13.5,8.4,10.8,5.3,0.0,0.0,0.0,0.0,31876.93,35951.98,14.9,40.0,223,9.21,1.53
2015-07-08,51,13.9,9.2,12.1,7.1,0.3,0.3,0.0,2.0,31775.3,35994.15,9.2,23.4,211,8.03,1.19
2015-07-09,2,15.5,6.8,14.4,4.9,0.0,0.0,0.0,0.0,32218.69,36038.7,9.1,15.1,248,10.43,1.49
2015-07-10,53,15.3,6.1,14.4,4.3,2.9,2.9,0.0,7.0,26306.04,36085.56,9.7,33.1,312,8.62,1.24
2015-07-11,55,17.0,8.2,15.6,6.1,1.3,1.3,0.0,2.0,32090.28,36134.69,11.2,25.6,334,9.89,1.52
2015-07-12,2,12.8,8.0,9.9,3.4,0.0,0.0,0.0,0.0,32912.88,36186.0,27.3,64.4,299,10.7,2.14
2015-07-13,61,15.8,7.7,10.7,3.7,5.7,5.7,0.0,8.0,24795.27,36239.45,29.0,59.8,274,9.11,2.36
2015-07-14,3,13.4,8.3,10.3,5.2,0.0,0.0,0.0,0.0,33032.44,36294.94,18.8,42.5,275,12.34,2.28
2015-07-15,2,13.1,5.0,11.4,1.8,0.0,0.0,0.0,0.0,33095.45,36352.44,9.4,17.6,356,11.33,1.61
2015-07-16,61,11.3,7.7,9.9,4.6,7.8,7.8,0.0,12.0,25831.84,36411.87,12.8,23.4,256,5.92,0.86
2015-07-17,61,12.8,6.9,8.7,3.0,6.2,6.2,0.0,8.0,14064.44,36473.16,26.4,65.9,250,5.42,1.46
2015-07-18,3,12.4,9.1,9.1,5.3,0.0,0.0,0.0,0.0,30852.3,36536.25,18.2,49.3,220,8.38,1.6
2015-07-19,51,13.4,9.7,11.9,7.1,0.8,0.8,0.0,6.0,32484.52,36601.09,13.3,31.0,212,8.44,1.23
